Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Nissan,Kwid,ZXI,Petrol,New,2015,First,80-427-1433,52476,362545,Automatic (Tiptronic),Red,Major Service at 131356 km,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Volkswagen,Polo,RXE,Diesel,Used,2017,Third,21-103-7869,108191,287131,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,
Ford,Polo,,Petrol,Used,2023,First,29-545-2353,139034,765237,Automatic (Tiptronic),Grey,No Service Record,Valid Until [date],Available,GPS
Volkswagen,Swift,SL,CNG,Needs Replacement,2024,Third,17-366-5265,28356,612050,Manual,Maroon,No Service Record,No Current Insurance,Not Available,Music System
Chevrolet,F-150,EX,Petrol,Needs Replacement,2023,Third,22-393-6637,110396,523957,Automatic,Gold,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, GPS, Leather Seats"
Nissan,Accord,EX,CNG,Used,2024,First,80-407-6314,79815,723969,Automatic,Grey,Full Service History,Valid Until [date],Not Available,"GPS, Sunroof, Music System"
Renault,Camry,Highline,CNG,Used,2023,Third,30-190-9716,60726,443864,Automatic,Grey,Full Service History,Valid Until [date],Available,
Ford,F-150,,CNG,New,2023,Third,68-490-7021,190408,983487,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Music System"
Nissan,Accord,EX,Diesel,Needs Replacement,2019,Third,58-946-7236,63619,650422,Manual,Black,Full Service History,Valid Until [date],Not Available,"Sunroof, Music System, Leather Seats"
Chevrolet,Elantra,Highline,CNG,Used,2015,First,83-987-3062,114484,604825,Automatic (Tiptronic),Red,Major Service at 50586 km,No Current Insurance,Available,"GPS, Sunroof, Leather Seats"
Renault,Polo,ZXI,Petrol,New,2020,First,74-623-5994,180676,544918,Automatic (Tiptronic),Black,Major Service at 114212 km,No Current Insurance,Available,"GPS, Sunroof, Leather Seats, Alloy Wheels"
Hyundai,F-150,SE,Diesel,New,2018,First,66-847-9899,175462,580517,Automatic (Tiptronic),Grey,Major Service at 85288 km,Valid Until [date],Not Available,"Music System, Alloy Wheels"
Toyota,F-150,SE,Diesel,New,2019,Third,21-652-5452,173943,227412,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,
Toyota,Cruze,LE,CNG,Needs Replacement,2017,Second,53-748-8606,43112,520388,Manual,White,No Service Record,No Current Insurance,Available,"Alloy Wheels, Music System, Sunroof"
Volkswagen,Seltos,Highline,CNG,New,2016,Second,45-808-1891,126046,350933,Automatic,Black,No Service Record,Valid Until [date],Not Available,"Music System, Alloy Wheels"
Toyota,Swift,XL,Petrol,New,2016,First,12-412-4452,22007,368955,Automatic (Tiptronic),Black,Major Service at 81457 km,No Current Insurance,Available,"Sunroof, Leather Seats, GPS"
Maruti Suzuki,Swift,SL,CNG,Used,2020,Second,74-913-3550,188556,416556,Automatic,Red,Full Service History,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels"
Nissan,Sunny,EX,Diesel,New,2020,Second,54-251-7895,71241,428081,Manual,Grey,Major Service at 88537 km,Valid Until [date],Not Available,"GPS, Music System, Sunroof"
Volkswagen,Camry,ZXI,Petrol,Needs Replacement,2018,Third,47-843-1117,45720,397724,Automatic (Tiptronic),Red,No Service Record,No Current Insurance,Not Available,Leather Seats
Ford,Polo,LE,Petrol,New,2015,Third,65-271-5930,87837,287109,Automatic (Tiptronic),Gold,Major Service at 148778 km,No Current Insurance,Not Available,"GPS, Leather Seats, Sunroof"
Maruti Suzuki,Polo,EX,Diesel,Needs Replacement,2018,Second,98-646-8523,69308,866534,Automatic,Grey,Full Service History,Valid Until [date],Not Available,"Sunroof, Music System, Leather Seats"
Maruti Suzuki,F-150,SE,CNG,Used,2023,Third,46-752-6982,116083,332388,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Not Available,Leather Seats
Nissan,Kwid,RXE,Petrol,Needs Replacement,2022,First,56-301-5751,129243,902879,Automatic,Black,No Service Record,Valid Until [date],Not Available,Leather Seats
Honda,Elantra,EX,Diesel,Needs Replacement,2024,Third,31-808-2547,91574,313220,Manual,Maroon,No Service Record,Valid Until [date],Available,"Music System, Leather Seats, Sunroof, Alloy Wheels"
Ford,Elantra,XL,Petrol,Needs Replacement,2024,Third,53-119-3341,153306,236416,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Not Available,"Leather Seats, Sunroof, GPS, Alloy Wheels"
Hyundai,F-150,,CNG,New,2022,Second,98-721-9139,49893,852302,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,
Ford,Cruze,RXE,CNG,Used,2015,Third,56-267-1938,136069,634297,Automatic,Gold,Major Service at 104542 km,No Current Insurance,Available,Leather Seats
Honda,F-150,XL,Petrol,Needs Replacement,2023,Second,75-403-9649,51377,617488,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Not Available,"Sunroof, Music System, Alloy Wheels"
Volkswagen,Seltos,LE,CNG,Used,2018,First,23-246-3931,116561,684145,Automatic (Tiptronic),Red,Major Service at 137424 km,Valid Until [date],Available,"Sunroof, Music System"
Chevrolet,Camry,SE,CNG,Needs Replacement,2020,Second,88-187-3912,159265,362985,Automatic (Tiptronic),Black,Major Service at 130339 km,No Current Insurance,Not Available,
Maruti Suzuki,Sunny,GT,Petrol,Needs Replacement,2020,Third,80-115-4063,169103,768506,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Not Available,Sunroof
Chevrolet,Elantra,XL,Petrol,Needs Replacement,2023,First,12-405-4724,140390,428775,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Available,Leather Seats
Kia,Swift,ZXI,Diesel,Needs Replacement,2015,First,87-335-1750,46397,654184,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Available,
Maruti Suzuki,Swift,LE,Diesel,Used,2018,First,34-877-6623,12144,985962,Manual,Black,Major Service at 121413 km,Valid Until [date],Not Available,
Chevrolet,F-150,SE,Diesel,Needs Replacement,2023,Third,42-527-6776,169799,835198,Manual,Maroon,No Service Record,No Current Insurance,Available,"Sunroof, Music System, GPS"
Maruti Suzuki,Seltos,RXE,Petrol,Used,2023,First,16-889-9753,142690,780943,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Available,"GPS, Alloy Wheels, Music System"
Nissan,F-150,Highline,Diesel,New,2017,Third,92-649-1190,45338,410466,Manual,Black,Major Service at 116070 km,No Current Insurance,Available,
Chevrolet,Elantra,EX,Petrol,Needs Replacement,2015,First,26-775-1947,101917,226818,Automatic,Blue,Full Service History,No Current Insurance,Available,
Chevrolet,F-150,EX,Diesel,Used,2024,Third,94-423-7073,59491,598823,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Not Available,"Sunroof, GPS, Alloy Wheels, Music System"
Renault,Kwid,Highline,CNG,New,2019,Second,50-614-1032,89346,720550,Manual,Gold,Major Service at 82285 km,No Current Insurance,Available,"Alloy Wheels, Music System, Sunroof"
Honda,F-150,ZXI,CNG,Needs Replacement,2017,Second,51-581-4759,197611,798539,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Not Available,Sunroof
Chevrolet,Kwid,GT,Diesel,Used,2019,Third,17-678-4502,116431,659395,Automatic,Red,No Service Record,No Current Insurance,Available,Sunroof
Maruti Suzuki,Swift,GT,Petrol,Needs Replacement,2017,First,12-174-6147,129331,641039,Automatic,Black,Full Service History,Valid Until [date],Not Available,Sunroof
Volkswagen,Sunny,LE,Petrol,Needs Replacement,2019,First,71-737-6158,109766,432593,Automatic (Tiptronic),Grey,Major Service at 146659 km,No Current Insurance,Available,"Music System, Alloy Wheels, Sunroof"
Honda,F-150,,Diesel,New,2018,Second,75-870-2544,17886,740264,Manual,Grey,No Service Record,Valid Until [date],Not Available,"Sunroof, Alloy Wheels"
Honda,Accord,ZXI,Petrol,Needs Replacement,2019,Second,82-424-3913,198040,584579,Automatic (Tiptronic),Black,Major Service at 146904 km,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, Sunroof, GPS"
Renault,Camry,EX,CNG,Used,2016,Second,62-835-5752,142692,795254,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Available,"Music System, GPS"
Renault,Swift,RXE,Diesel,Used,2019,Second,25-264-3030,187601,604484,Automatic,Grey,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, Music System, GPS"
Ford,Seltos,LE,Diesel,Used,2018,Second,43-977-4741,92443,968488,Automatic,Maroon,No Service Record,No Current Insurance,Available,"GPS, Music System, Leather Seats"
Maruti Suzuki,F-150,SL,Diesel,Needs Replacement,2020,Second,57-698-6020,185964,536603,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,"Leather Seats, GPS"
Nissan,Swift,EX,Diesel,Needs Replacement,2021,Second,15-652-1350,133985,868479,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Music System, GPS, Leather Seats"
Volkswagen,Polo,LE,Petrol,Used,2022,Third,53-225-6009,131085,482115,Manual,Silver,Major Service at 135212 km,Valid Until [date],Available,"Leather Seats, Music System"
Hyundai,Camry,RXE,CNG,New,2024,First,67-267-8202,165080,330832,Automatic,Silver,No Service Record,Valid Until [date],Not Available,Leather Seats
Nissan,F-150,LE,Diesel,Used,2020,Third,46-128-1354,117004,820562,Manual,Grey,Full Service History,No Current Insurance,Not Available,
Volkswagen,F-150,ZXI,Diesel,New,2024,First,67-515-8897,17933,581514,Automatic,Gold,No Service Record,Valid Until [date],Available,"Alloy Wheels, Music System, GPS"
Volkswagen,Accord,ZXI,Diesel,Used,2018,First,49-184-3426,125691,865798,Automatic,Maroon,No Service Record,No Current Insurance,Available,"Sunroof, Leather Seats, GPS"
Maruti Suzuki,Sunny,EX,Petrol,New,2019,Third,93-855-4098,24989,739310,Manual,Gold,Major Service at 85432 km,Valid Until [date],Available,"Alloy Wheels, Sunroof"
Chevrolet,Cruze,SL,Petrol,Used,2020,Second,31-438-8506,69798,617671,Automatic,Black,Full Service History,Valid Until [date],Available,GPS
Nissan,Sunny,LE,Petrol,Used,2021,Third,48-493-9002,143240,723926,Manual,Silver,Major Service at 114728 km,No Current Insurance,Available,Sunroof
Maruti Suzuki,Cruze,RXE,CNG,Needs Replacement,2021,First,44-529-9620,63165,579641,Automatic,Gold,Major Service at 122341 km,No Current Insurance,Available,Sunroof
Honda,Accord,Highline,Petrol,Needs Replacement,2018,Third,46-338-6860,143911,403714,Automatic,Maroon,Major Service at 136216 km,No Current Insurance,Available,"Leather Seats, Music System, Alloy Wheels, Sunroof"
Kia,Sunny,GT,Diesel,New,2019,Second,76-454-4566,108672,796814,Automatic,Grey,Major Service at 56858 km,Valid Until [date],Available,"Alloy Wheels, Leather Seats"
Renault,Accord,ZXI,CNG,New,2022,First,15-388-6716,144782,557363,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,"Leather Seats, Music System"
Ford,Camry,,Petrol,New,2023,Second,10-585-6780,118030,653403,Manual,Maroon,No Service Record,No Current Insurance,Available,Leather Seats
Volkswagen,Accord,SE,CNG,Needs Replacement,2021,Third,39-669-2010,161557,592750,Manual,White,Major Service at 128336 km,No Current Insurance,Not Available,"Alloy Wheels, Music System, Leather Seats"
Honda,Elantra,SL,Petrol,Needs Replacement,2019,First,65-776-7265,120682,902477,Automatic (Tiptronic),Maroon,Major Service at 99037 km,Valid Until [date],Available,"Alloy Wheels, Music System, GPS, Leather Seats"
Volkswagen,Kwid,,Petrol,New,2023,Second,66-411-4259,78298,896128,Automatic,Red,Major Service at 69783 km,No Current Insurance,Available,"Music System, GPS"
Hyundai,Polo,SE,Diesel,New,2024,Third,59-932-2059,55692,329337,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Not Available,"Music System, Leather Seats"
Volkswagen,Kwid,SE,Petrol,Used,2016,Third,16-704-9173,77897,375788,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,
Honda,Kwid,Highline,Diesel,Needs Replacement,2019,Second,81-687-1722,41208,306962,Manual,White,Full Service History,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System"
Toyota,F-150,,Diesel,New,2021,First,48-768-3540,46145,506022,Automatic (Tiptronic),Blue,Major Service at 106928 km,No Current Insurance,Not Available,"Music System, Leather Seats, GPS, Sunroof"
Honda,Cruze,SL,Petrol,New,2016,First,13-126-2581,193941,757435,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels"
Kia,Camry,LE,Petrol,New,2017,Second,77-262-8033,121080,501240,Manual,Red,Major Service at 62625 km,Valid Until [date],Not Available,"Alloy Wheels, Music System"
Chevrolet,Cruze,SL,CNG,Used,2016,Second,33-918-9163,116818,912524,Automatic,Grey,No Service Record,Valid Until [date],Available,
Nissan,Swift,SE,CNG,Needs Replacement,2017,Second,52-531-2638,79907,323688,Manual,White,No Service Record,No Current Insurance,Available,
Toyota,Camry,ZXI,Diesel,Used,2022,Second,36-381-9845,158196,719447,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,
Volkswagen,Polo,XL,Diesel,Needs Replacement,2015,Second,39-254-9370,22914,988492,Automatic,Red,No Service Record,Valid Until [date],Not Available,
Kia,Sunny,RXE,Diesel,Used,2023,First,25-246-3715,91147,985615,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"GPS, Leather Seats, Alloy Wheels"
Maruti Suzuki,Elantra,LE,Diesel,Used,2020,Third,52-643-3983,42688,988642,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Not Available,"Music System, Leather Seats, Sunroof"
Nissan,Swift,,Petrol,Used,2017,Third,59-268-6142,36045,842792,Automatic,Blue,Major Service at 50013 km,No Current Insurance,Not Available,"GPS, Leather Seats, Sunroof, Alloy Wheels"
Ford,Seltos,ZXI,Diesel,Needs Replacement,2021,First,19-538-5433,69477,248200,Manual,Maroon,Major Service at 97378 km,No Current Insurance,Available,
Toyota,Accord,GT,Petrol,Used,2020,First,83-420-2887,122896,648986,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Not Available,Leather Seats
Renault,Camry,GT,CNG,Used,2021,First,93-510-2660,143273,691147,Manual,Blue,Full Service History,No Current Insurance,Available,Alloy Wheels
Renault,Kwid,GT,Diesel,Needs Replacement,2017,Second,75-130-8594,161730,942319,Automatic,Silver,Major Service at 130216 km,No Current Insurance,Not Available,Alloy Wheels
Maruti Suzuki,Kwid,GT,Diesel,New,2020,Third,29-207-9349,16051,324088,Automatic (Tiptronic),Red,Full Service History,Valid Until [date],Available,GPS
Renault,Sunny,SL,Diesel,New,2021,First,64-108-2176,44583,785297,Automatic,Blue,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats"
Maruti Suzuki,Polo,SL,Petrol,Used,2018,Third,50-632-5486,133831,990871,Manual,Blue,Full Service History,Valid Until [date],Available,"Music System, Leather Seats, Sunroof"
Maruti Suzuki,Seltos,Highline,Diesel,New,2017,Third,37-505-6610,152905,242560,Manual,Maroon,No Service Record,Valid Until [date],Not Available,Music System
Hyundai,F-150,XL,CNG,Needs Replacement,2022,First,39-348-4327,63082,770293,Manual,Silver,No Service Record,No Current Insurance,Not Available,Leather Seats
Nissan,Elantra,SL,CNG,Used,2017,Second,46-536-3901,98096,599266,Automatic,Grey,Major Service at 82443 km,No Current Insurance,Available,"GPS, Leather Seats"
Hyundai,F-150,ZXI,CNG,New,2023,Second,17-413-3906,18430,229206,Automatic,Gold,Full Service History,No Current Insurance,Not Available,
Nissan,F-150,RXE,CNG,Needs Replacement,2016,First,90-857-1332,42136,527790,Automatic,Grey,Major Service at 144968 km,No Current Insurance,Available,
Hyundai,Polo,RXE,Petrol,New,2021,Second,45-151-8555,83954,891093,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Available,"Sunroof, Leather Seats, GPS"
Renault,Cruze,RXE,CNG,New,2020,Second,65-937-8886,109613,686407,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"Music System, GPS, Alloy Wheels"
Volkswagen,Swift,LE,CNG,New,2015,Third,43-738-9759,188674,718386,Manual,Grey,No Service Record,No Current Insurance,Available,"Music System, GPS"
Kia,Kwid,ZXI,Petrol,Needs Replacement,2020,First,59-414-6436,198532,822360,Automatic,White,No Service Record,Valid Until [date],Available,
Volkswagen,Kwid,GT,CNG,Needs Replacement,2020,Second,80-784-3126,58854,825706,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,Music System
Honda,Kwid,RXE,Diesel,Needs Replacement,2017,First,63-743-2382,189621,755183,Automatic,Grey,No Service Record,Valid Until [date],Not Available,Music System
Nissan,Swift,ZXI,Petrol,New,2024,Third,46-762-5548,138207,545915,Manual,Maroon,Full Service History,No Current Insurance,Not Available,
Chevrolet,Camry,EX,Petrol,Needs Replacement,2023,Third,77-299-1949,47737,763740,Automatic (Tiptronic),Red,Major Service at 76375 km,Valid Until [date],Available,"Alloy Wheels, Music System, Sunroof, Leather Seats"
Maruti Suzuki,F-150,SE,Petrol,Used,2021,Second,98-954-1660,14375,859678,Manual,White,Full Service History,No Current Insurance,Available,
Toyota,Accord,ZXI,Diesel,Used,2023,Second,48-989-5550,193393,757433,Automatic,Silver,Full Service History,No Current Insurance,Available,Music System
Toyota,Elantra,SE,Petrol,Used,2024,First,83-385-5672,167416,287394,Manual,White,Major Service at 125950 km,Valid Until [date],Not Available,"Alloy Wheels, Music System, Leather Seats, GPS"
Renault,Camry,GT,Diesel,New,2024,Third,98-566-2249,58471,415236,Automatic,Red,No Service Record,Valid Until [date],Not Available,"Music System, Sunroof"
Hyundai,Cruze,RXE,CNG,Used,2015,Third,23-545-8452,115719,994997,Automatic,Grey,No Service Record,Valid Until [date],Not Available,Sunroof
Honda,Camry,ZXI,CNG,New,2018,First,54-278-2450,15328,967893,Automatic,Silver,Full Service History,Valid Until [date],Available,"Music System, Alloy Wheels"
Volkswagen,Camry,,Petrol,New,2018,Third,53-146-8918,176708,475598,Automatic,Silver,Major Service at 131092 km,Valid Until [date],Not Available,"Music System, Leather Seats, Alloy Wheels, Sunroof"
